0.108851659	0.026526906	0.04019767	Fp1.
0.094227043	0.050759576	0.04154235	Af7.
0.100587655	0.034114298	0.070881979	Af3.
0.084038093	0.023363493	0.105429787	F1..
0.0794292	0.044501904	0.092231293	F3..
0.074211016	0.060011361	0.069772829	F5..
0.068952823	0.068366092	0.042386803	F7..
0.038576736	0.078177639	0.043372307	FT7.
0.044511058	0.072931392	0.076747563	FC5.
0.048164949	0.054608065	0.107268796	FC3.
0.050762843	0.029958206	0.125654096	FC1.
0.014251082	0.031911282	0.137999242	C1..
0.012777428	0.060221953	0.118881502	C3..
0.010253448	0.079410075	0.086737564	C5..
0.007001894	0.083877138	0.046375984	T7..
-0.025604917	0.080948133	0.049509397	TP7.
-0.026708162	0.076905296	0.085917424	CP5.
-0.026017803	0.058557564	0.120287274	CP3.
-0.0253874	0.031801335	0.13889573	CP1.
-0.06138567	0.023914967	0.118491662	P1..
-0.060089317	0.046501503	0.106443949	P3..
-0.058068004	0.062449509	0.082088228	P5..
-0.055386805	0.069119749	0.0517555	P7..
0.007001894	0.083877138	0.012892531	T9..
-0.077585648	0.049380871	0.052603442	PO7.
-0.079745388	0.033335223	0.082025428	PO3.
-0.089912143	0.025259281	0.052321921	O1..
-0.092341876	6.04E-07	0.014844104	Iz..
-0.093418773	-3.89E-06	0.051943088	Oz..
-0.083036999	4.20E-06	0.087942319	POz.
-0.061501933	6.19E-07	0.122978366	Pz..
-0.026239135	-1.12E-06	0.14501464	CPz.
0.113325407	-4.01E-07	0.039488273	Fpz.
0.109378717	-0.026668379	0.040308424	Fp2.
0.09454914	-0.050953769	0.041622666	Af8.
0.100993109	-0.034261959	0.071131539	Af4.
0.10727346	7.62E-07	0.078246948	AFz.
0.085562365	7.73E-07	0.110617525	Fz..
0.084670773	-0.023546443	0.106201615	F2..
0.080166068	-0.044950465	0.093019953	F4..
0.075066858	-0.06075759	0.07050268	F6..
0.069357915	-0.068805865	0.042579868	F8..
0.038913551	-0.079008314	0.043666704	FT8.
0.045169398	-0.074032909	0.077880886	FC6.
0.048798932	-0.05542347	0.108672037	FC4.
0.050882477	-0.030069914	0.125957601	FC2.
0.052819962	-4.49E-06	0.132214278	FCz.
0.014802303	1.39E-06	0.145430126	Cz..
0.014267762	-0.032062584	0.138533239	C2..
0.012855273	-0.060651845	0.11970262	C4..
0.010439128	-0.080598941	0.088112698	C6..
0.007114495	-0.085583603	0.04725132	T8..
-0.025672393	-0.081219754	0.049713566	TP8.
-0.026809557	-0.077311069	0.086465052	CP6.
-0.026018266	-0.05864493	0.120576339	CP4.
-0.025380315	-0.031826219	0.139054697	CP2.
-0.061228699	-0.023870857	0.118391686	P2..
-0.059538095	-0.046116485	0.105724862	P4..
-0.057847978	-0.062223103	0.081832795	P6..
-0.055154723	-0.068926003	0.051784999	P8..
0.007114495	-0.085583603	0.013046924	T10.
-0.077340834	-0.049278448	0.052671334	PO8.
-0.079126397	-0.033078259	0.081447803	PO4.
-0.089459096	-0.025161538	0.052268742	O2..
